name,total
"Miss William ProsaccoBashirian",4
"Misty FerryBlock",8
"Dustin ZiemannSatterfield",3
"Allison JohnsonO'Hara",6
"Sylvester Huels IHeller",6
"Mr. Anthony KunzeTreutel",7
"Marion JohnstonCruickshank",7
"Ivan CarrollBlock",10
"Marilyn CronaCummerata",5
"Rudy DachMuller",5
"Rachel Brekke IMertz",14
"Enrique WatsicaRuecker",5
"Mathew RomagueraRosenbaum",2
"Ms. Martin StrosinQuitzon",4
"Jaime AdamsGrant",3
"Chad PaucekKertzmann",7
"Adam KossVandervort",9
"Luther KemmerHuels",4
"Irvin ProhaskaSchroeder",7
"Vernon HilllSteuber",5
"Linda Senger Sr.Kuphal",2
"Melvin BoganPfannerstill",9
"Leticia GutkowskiSpinka",8
"Dale KuphalHoeger",5
"Candace PfannerstillCollier",10
"Tamara GislasonWatsica",7
"Florence OberbrunnerFriesen",5
"Lana TowneHerman",7
"Leah FisherStiedemann",4
"Elbert TerryJohnston",4
"Wilbert FadelKunze",5
"Joanne BartellReynolds",5
"Ralph Zemlak DDSMiller",7
"Lester RunolfssonPowlowski",3
"Marty LangShields",9
"Johnathan ThompsonNader",3
"Darnell FadelPurdy",7
"Becky JenkinsWunsch",6
"Josephine SchneiderMayert",5
"Nelson Balistreri MDDeckow",3
"Fannie FeeneyDooley",2
"Miguel BeckerJerde",8
"Daryl KemmerKlein",4
"Theresa CassinSwift",5
"Erick KovacekBednar",3
"Clinton Pfannerstill DDSSchmeler",2
"Rosie HandJohns",3
"Kim McGlynnLebsack",11
"Wm Ryan MDReichel",3
"Randal HeidenreichHahn",3
"Benjamin PacochaSwaniawski",9
"Ronald ChamplinSchulist",10
"Ms. Rachael ZiemeBauch",3
"Michele SchoenRussel",10
"Helen BaumbachLockman",3
"Eunice LarsonPrice",7
"Amber HoegerLuettgen",6
"Freddie BauchSchuster",5
"Ellis Bechtelar IRippin",7
"Connie DachBashirian",6
"Mrs. Gilbert ReynoldsDickinson",3
"Clint HaleyWhite",6
"Clinton MayertHaley",7
"Wanda VonKlein",6
"Pedro Flatley MDGrimes",4
"Iris BernierBruen",5
"Joey MurrayWilliamson",6
"Mrs. Harriet TerryWuckert",6
"Gwen HirtheWolff",5
"Pete GoldnerBailey",7
"Grace Waelchi VWyman",12
"Alma WiegandDietrich",3
"Christie HermannRunolfsson",8
"Marlon ThielBorer",2
"Scott CassinRaynor",3
"Miss Lucas GibsonKris",7
"Mr. Roderick HilllHowe",1
"Miss Henry GaylordConn",4
"Leona LemkeTreutel",12
"Celia GoldnerBaumbach",5
"Mrs. Raul SchulistMertz",7
"Adam HagenesProsacco",4
"Taylor StammSchuppe",7
"Sergio PfefferFlatley",5
"Opal KassulkeBogisich",5
"Guadalupe Moore DVMSchoen",7
"Tonya RutherfordHuels",13
"Ms. Bridget CrooksReilly",5
"Joan ReichertUllrich",5
"Desiree DietrichWeissnat",7
"Sheldon OrtizJakubowski",9
"Amos RosenbaumHessel",7
"Gretchen KeeblerPollich",8
"Rodney BergstromYost",7
"Elmer Rice MDNader",8
"Emilio StokesBailey",7
"Teresa CasperTerry",9
"Kelli GreenholtMante",6
"Edmond KesslerWolff",9
"Misty WilkinsonGorczany",3
"Alan KreigerStoltenberg",6
"Florence PacochaMills",2
"Jane ConnellyHuel",4
"Curtis JacobiSpencer",3
"Bethany HellerBotsford",9
"Wanda DibbertZemlak",6
"Chester McGlynnGutmann",6
"Dave HilpertO'Keefe",9
"Jasmine QuitzonPowlowski",7
"Mrs. Erma ZemlakWunsch",7
"Paulette HeaneyCronin",10
"Glenda HickleBotsford",3
"Mr. Iris ColeHilpert",5
"Nelson RosenbaumGreenholt",4
"Lynda ErdmanGottlieb",7
"Ms. Adrian VeumMurazik",10
"Nelson BruenKulas",9
"Carl QuigleyLuettgen",6
"Megan LarsonLangworth",3
"Miss Brandy ShanahanHodkiewicz",3
"Jorge BoyerSchaefer",7
"Tomas KeelingSchroeder",10
"Charlotte HaagParisian",7
"Angela AndersonRunolfsson",5
"Sonia HarrisKoepp",12
"Roxanne ZiemannHartmann",3
"Guadalupe JohnsonRempel",8
"Sheryl FaySwaniawski",7
"Rochelle GleasonZieme",7
"Mona PowlowskiMorar",4
"Carmen Padberg Jr.Gutmann",7
"Julian RyanBogisich",7
"Essie KochHermiston",5
"Allan CormierKuhic",4
"Jackie MillsO'Keefe",5
"Guillermo SawaynSteuber",8
"Casey DonnellyKuhn",7
"Frederick EffertzLemke",8
"Darrell RomagueraPagac",5
"Devin Trantow Sr.Walter",3
"Dr. Sheri JerdeKerluke",4
"Marcus Huel VParisian",9
"Kim CollierKreiger",10
"Grady Ratke IIStanton",6
"Amber LoweRolfson",7
"Delbert SimonisDibbert",8
"Francis ReichertO'Keefe",7
"Genevieve KochMante",5
"Israel SporerSpencer",5
"Ms. Grant EffertzStokes",4
"Olga HuelsBecker",5
"Noel HickleDoyle",12
"Vanessa SmithamKautzer",6
"Joshua GrahamAltenwerth",7
"Marie ErdmanFadel",6
"Derek JacobiSchultz",6
"Natalie ReingerHansen",8
"Angela McKenzie PhDBahringer",6
"Erma LubowitzParisian",6
"Cecil WilkinsonGoldner",9
"Lynette D'AmoreHilll",10
"Lorenzo HickleBashirian",7
"Guadalupe BogisichRau",3
"Olga HarrisDickinson",8
"Guadalupe KerlukeWard",7
"Cathy SchinnerKessler",7
"Mrs. Kenneth RunolfssonOrtiz",9
"Adam LednerBatz",9
"Dr. Herman HomenickNienow",3
"Eleanor LakinHettinger",10
"Courtney GibsonRussel",4
"Marshall Murray DDSKautzer",7
"Duane Leffler VGutmann",6
"Wesley EmmerichSchaden",7
"Mr. Victor FeestBerge",3
"Jessica FaheyMcLaughlin",5
"Guadalupe SchusterRath",9
"Felix CrooksMurazik",6
"Angie RyanBlick",9
"Evan KuphalWillms",4
"Alvin KuphalKreiger",13
"Marcus AltenwerthLuettgen",6
"Vanessa Abbott MDAdams",4
"Lindsey Wintheiser PhDCarroll",6
"Ernestine LefflerGislason",8
"Justin ArmstrongWiegand",10
"Roxanne HarrisOkuneva",5
"Joy HomenickGleason",4
"Marilyn StarkHaley",10
"Essie MosciskiRunte",5
"Mrs. Micheal McCulloughKovacek",8
"Kevin BartolettiReinger",6
"Mr. Aaron RunteHoppe",6
"Christopher ShanahanKohler",4
"Carroll OsinskiRempel",3
"Jonathon KassulkeMayert",8
"Emily ProhaskaMacGyver",4
"Eleanor HoppeOrtiz",6
"Wayne GrimesGislason",7
"Don GaylordTrantow",6
"Mercedes DonnellyBednar",11
"Toni MillsWyman",6
"Lena BechtelarDaugherty",11
"Kathleen HermistonHodkiewicz",6
"Annie RauKemmer",7
"Marta VolkmanHuels",5
"Belinda TremblayCruickshank",7
"Reginald RueckerBarrows",5
"Ms. Angel SpinkaWisoky",5
"Teresa RueckerGusikowski",6
"Annie HuelMaggio",4
"Mitchell SchowalterGleason",3
"Ramon PriceWeber",6
"Ms. Tim CarterBorer",4
"Conrad Sawayn Sr.Abshire",6
"Angel CroninJacobi",6
"Kristi RiceDickinson",3
"Tommy ParisianBogisich",5
"Armando Zemlak DVMFeil",7
"Mr. Shawn GerlachBeier",10
"Philip BarrowsKunze",1
"Ms. Tracey SchinnerLegros",6
"Susan Leffler DVMReinger",4
"Willis GoodwinPowlowski",6
"Diana MacejkovicToy",4
"Mona SchultzCrooks",7
"Kerry SchadenTorp",2
"Pamela SchummMaggio",3
"Jim SkilesFerry",5
"Antoinette KuvalisSpinka",7
"Joseph SchillerQuitzon",6
"Kirk KautzerHills",2
"Olive StoltenbergSporer",6
"Ignacio FaheySauer",8
"Keith SpencerMosciski",7
"Marion UptonFlatley",10
"Brenda SchoenFlatley",6
"Mr. Clifford StarkDeckow",4
"Wilson DareKemmer",8
"Tracey ChamplinBailey",5
"Crystal SmithamMills",6
"Alyssa EffertzBednar",9
"Boyd GleasonHeaney",4
"Ernesto KirlinLang",8
"Lyle ReichelRatke",9
"May PadbergLindgren",11
"Larry KubJakubowski",6
"Georgia PurdyWitting",7
"Oliver RauNienow",5
"Billy GrahamPadberg",4
"Robin DooleyBoyle",8
"Lindsay HoppeLarkin",13
"Tanya RauRitchie",6
"Miss Leland SchillerFranecki",7
"Terrence LueilwitzRoberts",4
"Fernando Dietrich IVO'Keefe",5
"Ms. Mario GleichnerO'Kon",6
"Lewis SchimmelDonnelly",5
"Valerie WittingKoelpin",6
"May BeattyBeier",7
"Hope Nader IIIMarquardt",4
"Mable PaucekSchaefer",6
"Eileen ChristiansenHartmann",3
"Ivan BrownRaynor",5
"Stanley MayerGorczany",4
"Randolph OlsonDavis",8
"Rhonda CartwrightStreich",3
"Allison JakubowskiMurazik",5
"Angel Legros Sr.Nitzsche",5
"Kent GulgowskiD'Amore",5
"Brad BoyerNolan",8
"Jordan Steuber IGrady",8
"Brad BodeShields",6
"Dan Renner VErdman",6
"Kimberly BaumbachCrona",7
"Mr. Corey McKenzieBrekke",3
"Miss Gretchen PredovicGreenfelder",5
"Mrs. Daryl OkunevaHarber",3
"Edwin HarveyGaylord",4
"Courtney BergnaumSchuppe",9
"Molly CasperKoelpin",4
"Toby TorphyRau",4
"Neil SchambergerTorp",5
"Jeannie CollierO'Hara",7
"Jorge GradyRodriguez",9
"Antonia ThompsonBorer",6
"Everett Treutel MDOkuneva",5
"Dr. Cameron JaskolskiBatz",6
"Rogelio GislasonSporer",7
"Marcus AbbottBuckridge",7
"Ms. Amy RauThompson",5
"Hannah RobelBosco",5
"Frances YostKuvalis",5
"Caroline ZiemannCormier",4
"Mr. Moses WiegandCormier",8
"Heather HowellJacobi",4
"Anthony MitchellBlock",7
"Clarence LoweBins",3
"Kristie BaumbachNicolas",8
"Sharon Conroy IIKoelpin",8
"Donald RoweLynch",4
"Darryl Howe MDEmmerich",6
"Matt PurdyCarroll",8
"Janis MacGyverZboncak",6
"Jamie WillmsHeller",3
"Leo BreitenbergRoob",7
"Angelina LubowitzMarvin",6
"Marcos TrantowLuettgen",4
"Vanessa WatsicaQuigley",8
"Arnold KeeblerHilll",7
"Judith BruenMohr",7
"Mr. Rachael VonRuedenVolkman",5
"Kellie LebsackBogan",5
"Ms. Kenneth WaelchiGrady",7
"Ronnie Huels PhDSchultz",4
"Edmund RobelHeaney",7
"Rhonda KleinKemmer",3
"Gladys RaynorBradtke",7
"Debra GusikowskiLuettgen",2
"Melody McCulloughTerry",4
"Kevin McClureWolf",2
"Roberta BauchSporer",3
"Josefina HellerCarroll",6
"Miss Kerry SwiftGorczany",9
"Natasha CassinSchultz",3
"Samantha HermistonCruickshank",9
"Marlene HarrisBoehm",4
"Walter DickensKonopelski",6
"Lowell KovacekSchmitt",5
"Tyler Dietrich IIISwaniawski",5
"Willard WatersWilderman",4
"Mr. Bernadette SchoenStamm",5
"Patti MullerCremin",4
"Lynn TurcotteCarter",6
"Rex KonopelskiPurdy",7
"Melinda LarkinNicolas",6
"Cody PfannerstillHeaney",7
"Lena KutchHaag",2
"Shirley PourosFranecki",2
"Walter CollierCorkery",4
"Mitchell KiehnGusikowski",5
"Miss Sylvia LegrosNienow",8
"Jeremy BechtelarKeebler",2
"Joan CorwinZieme",6
"Ms. Gary BaumbachRoberts",8
"Mrs. Edgar HermanChamplin",9
"Iris Harris Sr.Ziemann",10
"Roderick Hettinger MDLockman",5
"Dianna HirtheNitzsche",8
"Santos HarrisBlanda",8
"Kristina TurcotteTerry",7
"Flora Hansen DDSSchmitt",9
"Sam PurdyBogan",7
"Tommy SengerVeum",5
"Penny MurrayMante",4
"Janis DaughertyLeffler",4
"Richard DibbertUpton",4
"Marc OlsonKertzmann",9
"Lana WardTowne",6
"Eula HintzBarton",3
"Delores KuvalisGreen",3
"Myra BogisichKub",7
"Dianne QuigleyFranecki",4
"Sophie Miller DDSCrist",5
"Tom ConsidineRunolfsdottir",5
"Casey BrekkeLueilwitz",7
"Aubrey HamillZemlak",4
"Sally Casper DVMBoyer",8
"Eunice StiedemannHaag",7
"Mary BoyleBartell",2
"Courtney SchroederCremin",8
"Neal CreminTreutel",8
"Ross Runolfsdottir Jr.Collins",11
"Myrtle Brekke Jr.Swift",9
"Mr. Alma SchulistEmmerich",9
"Tyrone HackettGrady",8
"Mrs. Jonathon ZulaufHarris",6
"Dale Satterfield DDSLang",9
"Mr. Ronald KertzmannO'Hara",6
"Miss Loretta WalshGoyette",5
"Ms. Pat MonahanKautzer",4
"George CasperLangworth",3
"Dianna HackettCartwright",6
"Dan GorczanyWilliamson",5
"Janie Franecki VOrtiz",7
"Caroline BednarSanford",3
"Ms. Jorge HettingerMcDermott",8
"Joshua SchoenMosciski",5
"Claire BotsfordEffertz",4
"Terry Jones IVRippin",6
"Jessica SchmittQuitzon",2
"Verna DonnellySchmidt",4
"Jeremiah StoltenbergWeber",4
"Shari Mertz IDaniel",4
"Tonya WeissnatFisher",8
"Jacob ToyConsidine",5
"Glen EmmerichMuller",6
"Wilma SchowalterStracke",8
"Terence NikolausBlick",4
"Rolando KingParisian",6
"Angelica HintzLittel",9
"Jill ReynoldsBeer",6
"Miss Rolando ConsidineRunte",6
"Thelma ShanahanWest",6
"Pete OlsonCollier",6
"Keith Yost VWatsica",8
"Alyssa Kunde MDFrami",7
"Stella WehnerWiegand",4
"Pamela StreichHeaney",3
"Arturo DonnellyVeum",4
"Lynn MedhurstMacGyver",8
"Fannie Koch PhDFarrell",3
"Iris WaelchiBernier",7
"Margie SchadenHansen",5
"Colin OberbrunnerMurphy",5
"Doug GreenfelderRobel",3
"Dianna PacochaSanford",16
"Estelle ColeDaugherty",1
"Kimberly BorerFriesen",10
"Cristina GoldnerStanton",6
"Calvin WalshLehner",8
"Mrs. Candace DonnellyMraz",1
"Grady LuettgenLemke",5
"Herbert Johns Jr.Gerlach",4
"Ramon RennerWunsch",9
"Ella SporerBeahan",6
"Shannon KochMarvin",7
"Ramona KuvalisRyan",6
"Angela GleasonAbshire",6
"Herman ShanahanHuel",6
"Larry BalistreriPowlowski",2
"Rhonda RobertsStracke",6
"Hazel WuckertToy",7
"Harry ParisianStanton",5
"Miss Tamara WehnerFrami",5
"Jennie Rippin Jr.Windler",5
"Norma ChristiansenCrist",3
"Jenny JaskolskiJast",4
"Dr. Darren HyattGreenholt",5
"John KlingLegros",6
"Lorena MurazikSchneider",4
"Melba StrackeConroy",6
"Miss Wade SmithamWolf",3
"Maryann Greenfelder Jr.O'Reilly",6
"Merle WildermanLindgren",7
"Archie PaucekTorphy",7
"Katrina RitchieShanahan",6
"Rosalie Price DDSBaumbach",2
"Mona MertzPrice",4
"Sadie MayertDuBuque",5
"Delores FlatleyReinger",6
"Mr. Kendra BartellCruickshank",6
"Rene LockmanHeidenreich",5
"Daisy HowellOlson",6
"Cory QuitzonSchulist",6
"Vernon DibbertRussel",9
"Mrs. Crystal GusikowskiRitchie",4
"Jonathan Jaskolski DDSO'Reilly",9
"Rudolph LynchUllrich",8
"Roberta KonopelskiHilpert",5
"Walter Frami VSchmidt",5
"Mable ThompsonBorer",7
"Mathew DanielHarber",5
"Miss Josh KlingBoyle",5
"Miss Garrett VandervortLesch",6
"Cody TorpCarter",5
"Christie DavisMurphy",8
"Doyle Zulauf MDSchmitt",5
"Jose TurnerKozey",5
"Nadine SchoenThompson",4
"Mr. Darin GreenLangosh",10
"Andy KuhnMcLaughlin",8
"Gayle BeckerAltenwerth",12
"Mrs. Verna HaagGutkowski",6
"Gerald ToyEmmerich",8
"Micheal Upton IBailey",5
"Dr. Andrew ConnellyHane",5
"Warren KulasKunde",6
"Stephen KrajcikHudson",6
"Calvin RippinMante",11
"Frank RogahnProhaska",5
"Lorene StiedemannCrona",5
"Rene RusselStamm",8
"Robyn BoyleRuecker",6
"Josh Schmeler VTurcotte",8
"Kirk KeeblerMcCullough",5
"Mr. Patrick CummerataPfannerstill",2
"Alexander WillWunsch",1
"Ellis WisokyDickinson",8
"Delores BoehmFritsch",4
"Clifford SauerBoyle",6
"Ross GoldnerGoyette",1
"Nicholas WehnerEbert",2
"Clifford KonopelskiBruen",8
"Harriet HoppeBoyer",7
"Lowell SatterfieldO'Connell",11
"Lamar LakinHayes",8
"Curtis WeimannRogahn",7
"Sheldon ErdmanHomenick",2
"Jamie KlingZulauf",11
"Salvatore TorpWilderman",8
"Violet BoyleCormier",7
"Nelson FramiBrekke",6
"Miss Greg FerryNienow",3
"Laverne MacGyverSchinner",5
"Alberta BorerFeil",6
"Miss Shari WilkinsonHermiston",5
"Rose MosciskiHaley",4
"Miss Pearl ColeSchultz",5
"Alan MarquardtCruickshank",5
"Carlton ZemlakSchaden",4
"Mamie WeberSchinner",6
"Rose PourosDickens",8
"Kristine NienowO'Keefe",11
"Doyle MullerBatz",8
"Mr. Tami KingKeebler",5
"Patricia Harris IIIHilpert",4
"Laverne CroninSchulist",6
"Drew MorissetteBradtke",5
"Miss Alison StehrSauer",9
"Meghan SipesEmmerich",7
"Neal EbertHaley",9
"Mike BahringerBednar",7
"Abraham HoppeStroman",7
"Terrance WilkinsonDurgan",3
"Dana ReingerHane",4
"Brittany SmithamBarrows",4
"Arthur BergstromO'Kon",6
"Frederick Ondricka Sr.Moen",6
"Gayle RatkeMetz",10
"Simon AbbottGreenfelder",8
"David KuhlmanBecker",8
"Phillip HilpertHaag",9
"Emilio SmithHowe",8
"Crystal KunzePfannerstill",2
"Isabel BreitenbergWalsh",7
"Vernon ConsidineReichert",8
"Miriam KerlukeGottlieb",4
"Mr. Johnathan McKenzieFlatley",7
"Lorenzo BotsfordWitting",7
"Andres SchummLakin",10
"Jo ShieldsHyatt",5
"Phillip MannMonahan",7
"Morris ThompsonLebsack",8
"Allison NikolausLittel",6
"Ernestine KundeHirthe",4
"Dr. Archie GoodwinBashirian",3
"Carlton HuelsCollier",5
"Brandy StokesTerry",2
"Krystal Prohaska DDSDouglas",8
"Agnes LakinKulas",8
"Pearl KihnCrooks",5
"Vanessa SpinkaShanahan",8
"Caleb SchimmelEffertz",7
"Tyrone Welch PhDSkiles",3
"Terry AndersonWitting",5
"Christy KuhicBradtke",6
"Salvatore ReichertHamill",6
"Ann GreenfelderZiemann",8
"Mrs. Patrick HodkiewiczEmard",6
"Ed HeaneySanford",3
"Matthew GottliebSchneider",3
"Ira ReichelD'Amore",3
"Jill BernhardStroman",6
"Patty ToyTowne",8
"Luis GoodwinJacobs",8
"Hugh BernierRenner",6
"Terry Batz VRice",8
"Tiffany TurcotteHeaney",7
"Mae Collins Jr.Stamm",6
"Gregory SchaeferO'Conner",7
"Harvey MillerCassin",3
"Cary AbshireShanahan",2
"Ralph CarterRempel",5
"Orville KonopelskiNienow",7
"Clay OlsonLedner",4
"Tara LangworthLeannon",7
"Conrad HauckRau",6
"Henrietta AuerHodkiewicz",8
"Mr. Jon MoenBailey",3
"Pamela BeahanRolfson",11
"Mrs. Jason WatersDouglas",4
"Troy WeissnatFeest",5
"Bobby BernierReynolds",5
"Sherry LeannonKozey",13
"Gail BeierFahey",6
"Ms. Sheryl SipesKshlerin",5
"Ana VeumTromp",7
"Bernice AdamsShields",4
"Kristi GutkowskiSimonis",5
"Marta MarvinSchuppe",6
"Kristie Schmidt Sr.Brakus",7
"Miss Stacy DavisGlover",5
"Kristi BartellBernier",6
"Miss Tonya WelchStoltenberg",3
"Derrick MedhurstHuel",4
"Greg KoeppStehr",3
"Arlene WalshFisher",5
"Max WolfBoehm",5
"Annie BartolettiSmitham",6
"Miss Mabel ReynoldsKoepp",8
"Mr. Ronald SchneiderWest",7
"Kyle McKenzieAltenwerth",5
"Ms. Kristy KirlinCormier",3
"Mattie BalistreriCassin",6
"Willard Schumm VHegmann",6
"Shannon WisozkHahn",7
"Heather TowneLangosh",4
"Jana LuettgenSauer",7
"Jennifer RutherfordLubowitz",9
"Alan FriesenUllrich",3
"Wilma CasperHand",4
"Daniel AbernathyBoehm",7
"Lillie JastWiza",9
"Darla Pacocha VSchmeler",6
"Glenn Miller Jr.Nicolas",6
"Ronnie Purdy IVWolff",8
"Lee TrantowVandervort",7
"Hubert SchinnerHodkiewicz",4
"Betsy HaneWest",3
"Brett ConroyKilback",8
"Rachael Gaylord MDD'Amore",10
"Benjamin FriesenSchneider",7
"Steven WatsicaKshlerin",2
"Patti HartmannSchiller",8
"Debbie KertzmannJerde",10
"Estelle BradtkeHowell",8
"Marian HalvorsonJohns",8
"Pam RobertsLynch",9
"Lucas RueckerChristiansen",7
"Miss Rachael ZiemeFadel",3
"Jodi NikolausSchultz",8
"Freda JastParisian",10
"Jimmie MuellerJakubowski",10
"Colleen KassulkeMante",5
"Meghan HahnShanahan",8
"June GrantWalker",3
"Yvonne VonRuedenMuller",6
"Bernice OberbrunnerFahey",3
"Harriet Schmitt IAbbott",7
"Dr. Ernesto LynchKuhn",6
"Elsie CartwrightRobel",5
"Nathaniel BruenWeissnat",6
"Yvonne MorarBalistreri",3
"Mr. Ramon ConnLockman",4
"Miss Janice SipesPaucek",6
"Lionel RobelAltenwerth",6
"Rita NaderBoehm",4
"Esther MillerJakubowski",4
"Misty ProsaccoOndricka",6
"Winifred FramiPfeffer",6
"Alison OrnSchulist",6
"Dr. Carmen BauchBeatty",6
"Boyd StehrStreich",8
"Patrick HyattHackett",6
"Raul KerlukeSchmitt",7
"Jordan Bergstrom DVMFisher",6
"Gladys SmithamCummings",4
"Darnell Sporer IIIGottlieb",4
"Miguel MarksHamill",3
"Juana HerzogLeuschke",9
"Jaime BradtkeDoyle",7
"Johnny MorissetteGutmann",4
"Dominic LarsonDicki",8
"Archie StreichBoyer",6
"Mrs. Pablo WestPredovic",5
"Dennis LittelSmitham",4
"Felipe DietrichTurcotte",5
"Gayle JerdeLang",4
"Dr. Zachary WhiteJenkins",5
"Ernesto StantonSenger",9
"Ernesto RauBernier",3
"Miss Josh KilbackKris",6
"Lola BlandaWolff",4
"Dorothy KoelpinPfannerstill",3
"Toby HermistonWilliamson",3
"Ira DietrichShanahan",3
"Mr. Bradford BorerBuckridge",6
"April Bernier IIIDicki",9
"Freda JacobsonKoch",5
"Jeremy Ortiz IVMetz",7
"Phil OkunevaSpinka",4
"Muriel Armstrong IIUpton",8
"Bryant WuckertBartell",8
"Adrian Turcotte IIIWiegand",4
"Erma HansenRath",4
"Gene FlatleyBatz",7
"Maureen CummingsDare",4
"Jorge KovacekMante",3
"Freda McGlynnRoob",9
"Kerry KuhlmanMedhurst",7
"Rosa ChamplinStark",7
"Julius MarvinGottlieb",9
"Wilson WolfNader",6
"Ernest LebsackLittle",6
"Lydia ColeHeidenreich",5
"Gina RunteOrtiz",5
"Lana TorpRolfson",7
"Ms. Sheldon JerdeKohler",7
"Joy ManteKuvalis",7
"Leo MosciskiKozey",5
"Elmer GreenholtBaumbach",5
"Ken HuelsCrist",4
"Miss Bridget HamillKunze",3
"Rudolph JaskolskiToy",2
"Elias McCulloughKeeling",4
"Jeannette MayertCarroll",9
"Bernadette SchulistWeissnat",6
"Calvin ConsidineTromp",10
"Pedro KovacekD'Amore",8
"Jean Bogisich DDSLockman",4
"Verna KingKub",4
"Nancy WiegandVonRueden",7
"Mildred SimonisKlocko",10
"Malcolm KossMorissette",2
"Rosalie VeumSawayn",3
"Shelley MullerJast",5
"Josephine ParkerBalistreri",2
"Jeremy HillsRatke",5
"Johnnie EbertOberbrunner",8
"Jesus SmithSchaden",7
"Lois GerholdDickens",5
"Greg BoyleStanton",5
"Jonathon RoobLarson",4
"Ms. Alyssa RunteFlatley",7
"Mrs. Shelley OlsonLedner",4
"Elmer SchowalterBraun",4
"Santiago FeestZiemann",9
"Dr. Peter SchillerRice",5
"Jaime ThielLabadie",6
"Dora Schowalter IBosco",4
"Susan StokesBecker",6
"Rogelio AbernathyHermann",6
"Alicia WunschKub",11
"Allan MorissetteGerlach",5
"Patti HerzogO'Conner",10
"Maria KingNienow",7
"Harriet MooreMonahan",7
"Jesus JacobiGaylord",4
"Gina O'Conner IIILeannon",5
"Ronald BernhardAufderhar",7
"Wesley ZulaufConsidine",12
"Jay HegmannRunolfsson",4
"Sherri Rogahn VTromp",6
"Erik ZulaufSchamberger",8
"Florence BartolettiKlocko",5
"Isabel FerryArmstrong",4
"Katie RomagueraMaggio",5
"Sadie DavisHills",4
"Clint TerrySimonis",9
"Lonnie AbbottSenger",5
"Frederick KoeppCrist",2
"Mrs. Tina KochBoyle",3
"Alberto LegrosProsacco",3
"Stewart SchneiderKilback",3
"Ms. Kristy SchinnerRippin",4
"Marlene GerholdTurner",5
"Donald WymanD'Amore",7
"Marlene SchultzBotsford",6
"Ms. Patrick BechtelarHane",4
"Ellis MacGyverMosciski",9
"Miss Dominic GislasonRunolfsson",5
"Jennie Cassin Sr.Grimes",9
"Shelia PagacPacocha",3
"Hugh MurrayCummings",7
"Blake RitchieZiemann",4
"Melinda HackettConroy",5
"Lonnie KuhnWisozk",7
"Alex MarquardtCummings",8
"Barry RaynorGrady",9
"Bill MurazikTorphy",5
"Damon BartellFarrell",7
"Kyle KovacekQuitzon",8
"Mrs. Bradley MrazKunde",3
"Roger WisokyBrakus",6
"Ian D'AmoreHarber",6
"Anne RunolfssonAnkunding",1
"Mr. Luz AbernathyLangosh",6
"Roland BednarQuitzon",7
"Dana TurnerSenger",3
"Conrad HillsRodriguez",5
"Paulette KrisMorissette",4
"Yvonne BayerFritsch",5
"Angelo CristMuller",5
"Mercedes Bode IIKozey",6
"Regina SteuberFerry",9
"Felicia ZiemannKiehn",6
"Ada BoyerSchuppe",5
"Inez FlatleyQuigley",6
"Sonia SpinkaKing",5
"Milton VeumHarris",7
"Gwendolyn KoeppJohnson",9
"Charlie ParkerLeffler",6
"John O'ConnerSchroeder",4
"Amanda RennerBotsford",6
"Nicolas Cassin ISchmeler",2
"Julio WolfSanford",6
"Simon RitchieCarter",8
"Shawn StehrHirthe",2
"Dewey BreitenbergMuller",5
"Tasha ConnellyStanton",4
"Rodolfo OsinskiHills",2
"Shirley HeidenreichFerry",5
"Marcia DickensLind",4
"Natalie HuelsCollier",7
"Mrs. Gayle EffertzLangworth",4
"Lonnie SchroederRoob",7
"Ryan ThielSchroeder",14
"Carol RutherfordKemmer",6
"Ella Witting DVMJacobi",3
"Vicky Zieme VKoch",9
"Sophie LockmanMorar",6
"Casey MetzHagenes",6
"Mrs. Theresa MacGyverGleason",8
"Elias RoobJaskolski",6
"Jackie Heller Sr.Williamson",9
"Lynne ToyWiegand",7
"Dr. Evan DickensMertz",5
"Roosevelt KoeppMarks",9
"Mr. Barry TillmanHuel",9
"Judy VonSchiller",4
"Willard MullerFarrell",5
"Andrea SawaynKuphal",4
"Jan Block IVBeier",7
"David Ullrich IIIDenesik",6
"Alton HermistonTerry",5
"Pablo FerryCronin",4
"Brian AnkundingReynolds",3
"Santos KutchLuettgen",4
"Katrina ReillyBorer",2
"Jesus RoobHaley",7
"Grace TurnerWolf",6
"Roman DaughertyHuel",8
"Franklin HyattHeaney",5
"Miss Jenna SchowalterHyatt",6
"Anita LefflerCruickshank",6
"Gayle KesslerHauck",5
"Melody WizaWaelchi",8
"Kevin FritschGleichner",7
"Russell HermannBorer",7
"Jeannie BalistreriRoberts",9
"Sue JonesJohnson",4
"Miss Vicki BergstromBergnaum",4
"Cristina Dietrich IIIKerluke",7
"Derrick GrimesCorwin",10
"Wilbur ErnserBernhard",6
"Miss Ervin TorpRodriguez",7
"Jeremiah RyanGleason",2
"Calvin GoodwinBradtke",2
"Myrtle KreigerStrosin",7
"Forrest WehnerLind",8
"Delia Reynolds Jr.Wolff",5
"Alfredo KuvalisKuhn",10
"Melba SwiftHintz",10
"Kerry BartolettiDoyle",5
"Corey LakinMueller",5
"Marie WehnerHeller",7
"Mr. Moses LittelGutkowski",8
"Mercedes BartellGoldner",8
"Kenneth LuettgenGottlieb",2
"Lionel RohanDoyle",6
"Vernon BinsHuel",5
"Nellie QuigleySporer",10
